gender,age,height,weight
0,23,172,71.6
0,19,153,61.7
1,24,167,67.8
0,21,176,73.7
0,24,167,64.7
1,22,178,74.1
1,19,173,69.5
0,18,166,66.7
1,21,182,85.6
0,22,170,68.9
0,21,160,67.3
1,21,178,77
1,28,171,69.5
1,20,186,86.3
0,20,165,63.3
1,20,176,79
1,23,181,80.4
0,23,161,60.5
0,22,166,66.7
0,21,177,76.8
1,19,182,80.3
0,22,173,76.9
1,18,178,77.2
1,24,179,76.8
0,19,158,68.3
1,23,182,76.8
1,24,188,83.7
0,22,165,67
0,19,160,63.9
0,22,176,73.3
1,20,187,85.7
0,20,163,69.2
0,27,153,57.4
0,22,160,63.9
1,25,169,73.2
1,18,174,74.3
0,19,172,69.4
0,20,159,66.3
0,23,169,72.5
1,19,189,90.2
1,21,177,79.1
1,21,191,90
1,19,168,68.3
0,19,145,62
0,22,160,65.6
1,20,180,78
1,21,175,76.6
1,36,168,69.1
1,20,181,77.5
0,22,169,72.8
0,23,157,62.5
1,24,184,80.4
1,20,185,81.7
0,20,166,69.5
1,19,177,71.9
1,20,179,78.5
0,23,173,77.9
1,46,183,82.9
1,19,175,74.5
1,23,178,77.1
0,19,160,64.4
0,20,172,73.5
0,20,149,59.7
0,22,149,63.1
0,22,173,70.5
1,21,187,83
1,21,168,72
0,19,171,65.9
0,23,156,65
1,19,167,67.2
1,23,177,79
0,20,164,67.8
1,22,180,77.6
1,22,172,73.3
1,23,184,80.3
0,21,163,64
0,19,160,67.1
1,22,168,68.8
0,23,165,68.1
1,20,178,77.4
0,20,171,73.9
1,22,178,80.9
1,23,188,85.8
0,21,169,66
0,24,172,73.6
0,21,155,59.3
0,19,169,68.6
1,21,172,70.6
1,21,184,87.8
1,21,170,73.3
1,20,182,84.2
1,22,183,78.8
0,22,162,66.7
1,20,181,80.5
1,23,174,80.5
0,24,162,62.7
0,22,163,71.5
0,22,152,61
0,23,171,70.3
0,23,157,67.9
0,23,176,74.6
0,19,165,68.6
1,18,176,76.4
1,20,167,67.3
1,24,182,79.6
0,21,161,62.6
1,24,186,83.3
1,20,175,75.3
1,25,175,76.4
1,24,188,87.6
1,20,190,90.1
0,21,175,78.5
1,25,178,77.7
0,24,176,74
0,19,163,67.6
1,21,168,71.2
1,24,179,75.8
1,22,177,73.9
0,25,150,60.1
0,23,172,75.5
1,22,191,89.8
1,20,172,69.6
1,35,176,73.1
0,20,170,70.1
1,22,182,80
0,25,154,61.6
1,24,180,75
1,25,185,84.5
1,23,192,91
0,20,163,64.2
0,19,149,60.7
0,20,158,63.7
0,20,158,62.9
1,22,179,80.2
1,24,173,74.5
1,22,175,76.2
0,22,156,61.2
0,37,170,74.7
1,19,174,74.4
1,28,184,86.4
0,60,170,69.1
0,22,172,72.8
1,22,164,66
0,19,149,62.3
0,24,166,63.6
1,20,176,72.8
0,25,161,64.1
0,23,159,66.4
1,21,189,90
0,22,174,71.2
0,20,161,63
0,24,159,66.1
0,20,173,74
1,21,188,88.8
1,24,190,89.9
1,22,186,86.5
1,21,184,87.6
1,18,192,90.2
1,21,176,78.7
1,23,195,96.1
1,24,163,67.7
1,21,173,69.7
0,20,162,65.5
0,24,170,71.9
0,21,168,67.3
1,22,168,70.5
0,20,168,67
0,22,159,69.7
1,25,170,68.3
1,20,176,73.4
0,25,151,63.2
1,41,191,90.3
1,20,171,71.6
0,22,160,63.8
0,22,175,75.9
1,31,163,70.8
1,49,181,75.6
0,22,160,66
1,22,173,75.2
0,22,162,64.3
1,23,182,85.6
1,25,187,85.2
0,22,167,73.2
1,23,171,70.7
0,25,165,69.2
1,35,187,89
1,20,181,76.4
1,19,176,76
1,25,184,81.6
1,23,172,72.5
0,20,160,63.4
1,21,171,65.5
1,22,176,75
1,19,170,69.1
1,21,191,87.5
1,40,162,66.1
0,21,171,70.2
1,22,184,81.3
0,21,166,65.6
1,22,176,74.8
1,20,179,80.3
0,21,177,76.2
0,25,170,73.3
0,22,150,58.5
1,19,179,75.1
0,21,164,67.8
1,22,173,71.3
1,22,181,78.5
0,19,176,74.1
0,21,160,63
1,19,174,73.9
0,23,164,66
0,21,168,71.7
1,19,185,86
0,26,165,68.4
1,21,173,72.3
0,24,172,72
0,22,171,70.8
0,20,156,62.2
1,21,174,77.6
1,23,190,92.5
1,21,192,89.2
1,23,173,72
0,21,166,68.4
1,20,186,81.9
1,23,185,81.5
0,19,164,66.8
1,22,174,74
0,22,164,67.5
1,20,178,79.4
1,19,186,81.2
1,20,185,85.1
0,23,170,71.4
1,25,176,78.3
1,21,183,83.8
0,22,160,67.1
1,49,186,82.2
0,23,148,56.7
1,21,174,74.1
1,21,182,77.3
1,22,173,71.3
0,23,179,77
0,21,163,69.8
0,19,164,69.8
0,19,160,65.2
1,22,159,63.9
1,20,183,80.5
0,22,175,71.4
0,20,159,66.8
0,22,172,73.2
1,21,177,76.9
0,18,170,67.4
0,21,155,57.7
0,19,160,68.3
0,20,158,63.8
0,21,157,67.1
0,20,162,69.2
1,63,174,71
1,40,185,85.3
0,21,157,63.5
0,21,165,72.2
0,22,164,68.8
0,20,160,62.9
0,22,156,66.6
0,20,160,65.1
1,24,172,73.4
0,22,156,64
0,25,167,66.7
0,34,166,67.9
1,19,185,86.5
1,21,172,75.3
1,22,180,79.1
0,21,155,61.9
1,21,179,79.3
1,21,182,81.3
0,21,152,63.1
1,22,184,84.4
0,20,162,68.1
1,21,182,78.6
0,23,159,61.3
1,19,188,85.9
1,18,174,75.7
1,19,173,74.2
0,23,160,59.7
0,22,168,68.5
0,19,168,70.7
1,23,179,74.3
1,20,177,82.6
1,20,175,71.4
0,24,163,68.3
0,22,161,68.2
0,21,172,74.3
0,22,164,62.1
1,24,179,74.3
1,24,181,80.2
0,22,162,66.6
1,20,176,71.9
0,22,157,64.1
1,23,171,69.6
1,20,172,74.7
1,20,170,74.1
1,21,166,71.4
1,20,157,63.7
0,24,149,60
1,23,180,78.9
1,58,170,73.9
1,19,183,85.2
1,21,186,81
1,21,176,80
0,23,172,72.8
0,23,157,60.2
0,20,164,65.6
1,21,170,66.5
0,23,159,65.8
0,20,174,73.5
0,21,158,63.6
1,26,165,62.8
1,22,174,75.8
0,21,156,66.7
0,20,150,60.4
0,23,158,63.9
0,45,177,77.4
0,22,172,71
1,21,173,74.1
0,23,155,62.1
0,22,159,66.2
1,22,175,77.1
1,20,174,69.4
1,21,192,91.4
1,22,188,85.4
1,31,187,84.1
1,21,187,88.6
1,23,171,65.1
0,51,162,66
0,23,171,72.5
0,19,156,63.7
1,22,195,90.2
1,22,185,86.5
1,20,172,71.7
1,20,179,76.3
0,20,167,69.2
1,20,183,82.3
1,19,194,92.2
0,20,171,71
0,25,162,65
0,22,162,68.1
0,20,168,68.8
1,23,172,71.6
1,19,167,66.2
1,23,186,88.2
1,18,193,91.7
0,21,168,70.3
1,26,183,81.2
1,22,175,73.6
0,23,148,57.7
0,20,173,72.8
0,20,176,78.6
0,21,166,68.2
1,21,176,76.1
1,23,190,89.3
1,23,182,79.8
1,22,185,81
1,21,172,69.8
1,20,170,76.4
0,20,165,64.2
1,21,180,76.8
1,20,170,67.3
1,23,175,73.8
1,23,175,73.1
1,21,169,68.5
1,54,179,77.9
1,21,182,79
0,20,161,68.2
0,20,177,73.8
0,19,154,62.3
0,23,155,61.6
1,23,182,80.1
0,20,163,64
1,22,173,71.9
1,19,176,72.7
0,21,172,75.5
1,22,171,66.6
1,46,180,76.1
0,22,173,72.9
0,23,172,73.6
0,23,158,59.5
1,21,174,75.9
1,22,166,62.8
1,20,193,90.9
1,22,175,72.2
1,23,167,67
0,21,154,65.3
0,25,156,62.4
1,21,182,78.1
0,20,165,67.1
1,20,185,84.7
1,19,186,83
1,22,173,72.8
0,59,160,61.1
1,23,188,84.6
1,42,174,71.7
1,57,180,82
0,24,155,65.4
1,20,196,97.9
0,22,146,61.7
1,20,173,76.4
1,21,177,76.5
1,20,191,90.1
0,22,146,59.5
1,20,168,72.3
1,27,180,75.3
1,20,166,66.5
0,18,166,67.1
1,21,182,83.6
1,22,159,59.6
0,22,155,63.9
0,20,161,65
1,20,171,71.5
0,24,151,62.5
1,19,189,85.8
0,22,161,63.7
1,19,169,65.6
0,21,169,71.1
0,22,162,66.3
0,22,173,73
0,22,161,69.6
1,20,181,80.7
0,19,165,64
0,22,166,71.7
1,23,185,82
0,23,154,62.2
0,20,156,65
1,21,174,77.1
0,20,168,68.2
1,24,180,80.7
1,20,178,76
0,22,155,64.2
1,22,173,73.2
1,25,174,71.7
1,21,167,69.2
1,22,172,70.7
0,21,172,67.1
1,22,198,97.6
0,19,164,64.5
1,22,178,80.1
1,21,181,80.9
1,22,174,74.7
1,22,171,70.6
1,23,190,88
0,20,154,61.3
1,19,182,79.3
1,23,177,74.7
1,23,177,77.8
0,19,166,70.7
1,20,174,74.9
1,25,177,75.9
1,19,187,79.3
1,20,175,68.2
1,20,168,69.9
0,21,176,74.3
1,21,185,84.1
1,24,192,96.3
1,23,180,80.6
0,19,160,69.5
1,21,183,81.2
1,22,160,68
1,25,187,85.7
1,22,174,76.8
0,20,163,64.8
1,20,182,82.5
1,20,167,66
0,21,174,75.9
1,22,183,84.9
0,20,160,63.8
1,23,178,74.8
1,19,178,81.7
1,24,194,96.2
0,23,160,64.5
1,22,201,103.1
1,21,178,74.2
1,21,196,98.6
0,23,160,65.3
1,22,184,85
1,20,180,81.1
1,21,181,77.8
1,21,181,78.8
0,18,172,68.2
1,21,186,83.5
0,20,151,58.2
1,20,175,73.2
1,26,187,85.1
1,22,174,76
0,20,161,66.5
1,20,164,66.1
0,19,165,65.8
1,20,172,70.9
1,19,179,77
0,22,176,78
0,20,184,85.3
1,23,180,76.1
1,21,188,87.1
0,23,154,63.3
1,52,186,86.4
1,22,182,78.4
1,25,183,83.1
0,21,157,62.3
1,18,163,68.9
1,28,158,65.5
1,20,185,83.3
0,21,135,51.4
1,20,170,72.6
1,23,177,74.9
0,20,189,87.6
1,20,175,75.7
1,22,182,84.1
0,20,166,66.2
0,20,155,58.2
0,22,152,63.4
0,20,166,68.1
1,20,182,77.3
0,24,171,72.6
0,18,154,63
0,20,171,75
0,20,152,63.4
1,25,174,74.3
0,20,161,62.6
0,21,159,68.3
1,24,190,90.4
0,23,175,78.1
0,23,162,65
0,22,158,62.5
0,28,153,58.2
1,21,195,95.2
1,23,193,90.3
0,19,165,67.8
1,26,187,89.7
0,21,152,64.7
1,23,170,72.4
1,18,183,81.1
0,21,171,72.8
0,21,172,76.2
0,23,173,73.4
0,21,155,61.9
0,56,170,67.1
1,20,172,69.2
0,20,166,67.8
1,20,183,81.8
0,18,164,63
1,20,179,77.9
0,20,165,69.7
0,24,167,63.4
1,20,182,79.4
1,22,178,77.4
0,19,159,67
1,22,194,96.8
1,20,187,83.9
1,19,187,89.7
1,23,178,82.6
1,23,175,76
1,21,202,109.9
0,20,175,78.1
0,22,180,77.8
0,20,165,67.2
0,29,145,59.8
0,20,153,59.6
0,21,168,68.2
0,57,169,68.4
1,23,174,72.3
1,21,188,88.9
0,21,172,75.6
0,19,164,66.9
1,23,179,75.6
1,21,195,96.8
0,19,174,71
1,21,186,82.4
0,21,167,68.1
1,21,172,71.3
1,22,173,73.6
1,22,179,78.2
1,19,176,78.1
1,24,184,84.8
1,20,184,82
1,23,179,77.6
0,23,155,61.5
1,19,180,76.7
0,24,161,66.2
0,19,155,60.1
0,22,161,62.6
0,24,159,62.2
0,23,156,65.8
0,22,172,71.2
1,20,189,91
1,21,171,71.5
0,20,159,65.3
1,25,190,89.2
0,46,162,63.7
1,24,164,67.7
0,20,168,70.6
1,20,167,71.1
1,24,175,76.9
0,24,148,61.7
1,20,180,79.4
1,23,183,80.1
1,20,175,73.5
0,19,164,68.1
1,20,173,71.6
1,22,177,73.7
1,24,176,76.3
0,19,178,75.2
0,18,162,68.9
1,23,183,81.9
0,39,165,68.5
0,24,172,74.2
1,20,172,71.4
0,24,187,84.7
1,22,188,82.4
0,20,157,65
1,21,176,74.3
1,24,185,88
1,21,179,75.6
0,45,183,80.4
1,22,180,79.3
1,29,171,67.1
1,21,179,77.6
1,38,182,80.2
0,24,154,61.6
1,21,179,77.2
1,20,176,75
0,22,162,66.1
1,24,170,69.8
0,22,167,72
1,22,178,74
0,20,172,69.1
1,20,182,80.6
1,19,187,83.3
1,22,183,81.1
1,21,177,77.9
1,22,170,70.3
0,23,190,90.2
0,20,177,77.2
1,21,177,70.1
1,18,159,61.9
1,21,189,88.7
1,19,183,86.7
1,26,180,80.6
1,21,180,78.5
1,22,180,78.4
0,59,169,70.7
0,22,157,60.2
0,21,166,66.2
0,18,149,59.7
0,22,160,65.9
1,21,176,77.9
1,21,185,82.3
0,20,179,81.4
1,21,182,78.8
1,24,183,79.8
1,21,179,76.5
0,21,156,62.7
0,20,165,67.9
1,21,191,90.3
1,24,179,82.5
1,21,178,77.7
1,21,188,89.8
1,21,170,67.1
1,20,176,74
0,22,168,68.5
0,20,162,63.7
1,18,175,74.6
0,20,165,67.1
1,20,187,85.2
1,21,186,86.3
0,19,163,68.7
0,36,172,72.7
0,22,172,68
0,21,154,65.4
1,21,192,87.7
1,21,193,91.9
1,23,186,85.4
0,20,159,65.8
1,24,187,88.4
1,22,189,82.5
0,21,164,66.1
0,25,169,70.1
0,24,160,65
1,21,187,82.4
0,20,158,64.4
1,21,188,83
0,22,150,60.2
0,26,159,65.1
1,22,171,66.5
1,21,181,76.4
1,22,173,73
0,23,162,63.5
1,19,186,82.9
1,25,182,82.4
0,22,166,63.5
1,22,177,75.4
1,26,184,81.8
0,47,159,63.7
0,20,158,67.3
1,21,176,77.7
1,22,170,69.9
1,22,175,77.1
0,22,162,69.4
1,21,180,78.3
0,26,162,66
1,19,173,74.4
0,22,164,71.2
1,19,189,83.5
0,19,170,71.6
1,19,168,70.6
0,21,160,63.5
1,22,184,77.3
0,23,146,57
0,21,174,72.7
0,20,157,64.5
1,24,184,80.1
1,19,190,89.3
1,21,176,79.4
1,19,184,80.9
0,18,165,66.1
0,25,160,64.1
1,19,193,96
1,54,175,74.7
0,21,159,63.9
1,24,182,80.8
0,22,160,66
1,24,174,73.7
1,21,176,77.3
1,22,186,85.6
0,19,161,66
0,20,163,61.7
1,19,187,86.6
0,19,161,64.4
1,19,175,76.6
0,23,147,57.1
1,19,187,88.1
0,19,158,64.8
0,21,163,68.1
0,23,174,78.2
1,21,183,83.8
1,19,177,78.6
0,22,145,61.4
1,19,194,94.1
0,23,166,70.7
1,22,170,73.3
1,20,172,72.5
1,21,178,75.5
1,23,185,84.6
0,25,164,68
0,22,162,64.8
0,20,165,70.3
0,23,164,70.8
1,20,186,85.4
1,24,178,76.9
0,22,161,67.5
1,43,183,78.8
1,25,195,94.3
1,20,179,78.2
0,20,155,61.3
1,23,177,74.2
1,19,183,79
1,44,172,71.8
1,20,189,83.7
1,22,188,86.8
1,23,175,76.6
1,20,176,74.7
1,19,168,66.9
0,22,161,69.1
0,21,164,67.2
1,20,176,71.9
1,18,165,71.5
1,21,166,68.8
0,21,170,65.5
0,22,158,64.8
1,25,186,84.1
0,24,176,71.1
1,23,181,81.6
0,22,157,62.1
1,20,186,83.7
0,21,156,60.1
1,21,176,76.7
1,20,175,74.9
0,25,163,66.1
0,23,166,67.3
0,19,168,67.5
0,22,166,70.7
0,20,164,64.4
1,29,188,87.8
0,21,171,69
1,23,180,74
0,23,153,60.6
1,19,170,67.9
0,25,158,64.3
1,19,178,74.2
0,23,166,68.8
0,25,149,60.9
1,24,178,76.6
0,19,154,60.7
0,26,152,57.9
0,24,168,69
0,21,164,64.7
0,22,154,58.3
1,20,179,73.3
0,20,169,70.8
0,20,163,68.8
0,53,176,75.3
1,21,187,79
0,24,156,58.8
0,21,156,61.6
1,21,180,77.3
0,19,162,66.7
0,22,166,68.8
1,21,182,78.8
0,24,156,63.3
0,24,162,69.6
1,20,181,77.2
1,19,173,72.1
1,20,183,80.1
1,21,179,77
0,21,166,70.9
0,20,156,65.5
0,21,164,69.5
0,18,173,71.5
0,22,162,65.3
0,21,160,68.8
1,23,178,77.3
0,22,148,60.8
0,23,170,68.1
0,25,171,72.7
1,23,176,74
1,22,168,71.6
1,23,168,67.4
1,20,180,77.8
1,22,171,73.7
0,22,162,60.2
1,24,206,116
0,21,163,62.2
1,21,172,71.6
0,20,164,66.1
1,20,176,77.5
0,20,154,65.1
1,19,190,89.5
0,21,166,69.5
0,21,162,62.5
1,19,174,74.4
0,23,167,68.8
0,21,164,68.6
1,21,166,69.7
0,21,171,68.9
1,57,186,85.7
1,22,162,65.3
1,21,172,74.4
1,22,197,95
1,18,182,82.1
0,27,164,67.7
1,23,159,61.5
0,22,161,62.8
0,20,162,70.1
1,20,183,79.6
1,19,184,84.8
0,21,165,66.5
0,22,150,58.5
1,19,160,63
1,22,180,80.9
1,21,178,76.5
1,44,191,85.6
1,18,166,64.4
0,20,162,66.2
0,23,178,74.5
1,20,167,70.6
1,19,195,96
1,21,169,67.7
1,20,174,71
1,22,166,63.6
1,26,187,83.4
1,19,175,73.2
1,19,180,79.3
0,23,166,69.9
0,44,166,71.3
0,18,156,64.6
1,19,168,70.1
1,24,183,81
0,18,163,65
1,20,181,80.6
0,23,157,60.7
1,20,166,67.4
1,22,185,84.4
1,32,170,72.3
0,25,161,66.7
1,20,172,72.1
0,22,155,65.6
1,20,184,85.7
1,21,177,77.8
0,26,161,66
0,21,171,72.8
0,22,172,71.4
0,28,174,76.1
0,22,149,56.4
1,22,179,77.1
0,21,160,63.3
0,21,162,65.6
0,23,170,75
1,23,184,82.7
1,22,196,95.2
1,22,179,77
1,18,183,82.1
0,19,174,75.9
0,21,152,62.8
0,21,172,73.1
0,22,174,74.3
0,20,178,74.4
1,21,191,89.7
1,23,169,72.1
0,21,164,65.6
0,21,169,65.6
0,23,150,61.6
1,21,178,75.8
1,23,185,84.9
0,21,153,59.9
0,21,169,72.8
1,23,182,80.9
0,24,171,69.9
0,18,159,64.3
0,19,169,69.9
0,20,162,65.7
1,25,172,70.7
1,19,180,79.8
0,21,168,70.8
0,19,164,61.3
1,19,177,77.7
1,19,180,75.9
1,25,177,78.5
1,23,170,67.7
1,34,182,82.4
0,21,158,64.7
0,20,169,69.8
1,22,182,79.7
1,18,179,79.4
0,20,153,62.8
1,20,176,76.3
1,23,170,70
1,21,175,76
0,21,177,77.5
0,22,170,70.4
0,21,180,77.9
1,20,178,79.5
0,21,159,65.6
0,21,170,68.2
0,20,165,69
0,21,160,65.2
1,19,190,92.1
1,32,189,90.4
0,21,174,74.6
1,21,177,74.2
1,24,179,79.6
1,21,181,80.6
1,18,177,76.7
0,21,179,73.5
1,23,179,79.1
0,20,162,62.8
0,20,160,64.8
1,20,178,76.7
0,21,168,67.4
0,23,159,62.3
1,21,175,72.5
1,21,187,89.7
1,23,190,91.6
1,18,173,70.6
0,36,164,69.6
0,25,175,73.8
0,61,149,58.6
1,21,166,71.9
0,23,176,73.7
0,23,179,77.1
1,22,185,81.8
1,21,180,77.6
0,21,155,63.6
0,20,150,56.3
1,23,175,72.4
1,20,179,82
1,22,182,77
1,22,168,68.6
1,20,183,82.7
1,23,190,92.7
1,19,180,79.1
0,21,162,62.2
0,24,163,64.4
0,19,160,64.4
1,18,174,74.9
1,23,178,80.8
0,23,163,64.3
0,22,160,62.7
1,23,194,90.9
0,20,165,74.2
0,21,160,68.7
0,20,176,74.5
1,18,176,77.1
0,23,170,67.9
0,19,178,76.8
1,20,170,75.4
0,21,168,71.2
1,21,172,74.3
1,19,175,72.3
1,22,182,81.3
1,23,183,81.6
1,21,169,70.9
0,20,155,62.9
1,22,173,76.3
0,21,164,72.3
1,20,180,78.8
1,20,172,67.6
0,19,157,64.5
1,24,179,81.4
1,20,183,82.9
1,20,178,76.5
0,24,161,67.6
1,19,165,68.6
0,19,169,65.4
0,22,162,67.5
1,25,193,93.8
1,22,178,74.6
0,22,159,60.5
0,21,182,82
0,23,172,75.6
0,25,144,57.5
1,24,176,73.8
1,20,172,70.3
0,63,167,73.6
1,19,187,87.6
1,21,175,75.8
1,22,171,69.3
0,24,185,81.1
0,19,165,70.8
0,21,166,70.5
0,25,156,60.4
0,18,172,69.9
0,60,163,66.8
0,20,169,66.7
0,19,164,69.7
1,21,188,86.1
0,22,160,59.9
0,21,165,66.6
1,19,171,68.7
0,23,155,56.4
0,24,158,62.1
1,19,186,85.6
0,22,160,64.9
1,22,164,64.5
1,20,178,75.9
1,22,183,81.3
1,21,182,79.2
0,24,169,69.1
1,23,187,80
0,19,158,62.1
0,53,152,62.5
1,19,179,79.3
1,19,175,69.3
1,19,184,81
1,22,184,82.1
1,23,176,78.2
0,23,168,74
0,22,166,66.2
1,20,169,67.3
0,22,160,66.8
1,21,184,83
1,26,191,91.3
0,59,175,72.9
0,20,153,62.6
0,19,165,66
1,24,177,76.3
1,19,178,76.9
1,21,197,97
0,54,152,63.8
0,22,155,62.1
0,22,156,62
0,22,176,71.3
0,21,151,64.4
1,23,186,89.3
1,27,185,86.6
1,24,169,73.6
0,23,165,68.2
0,24,178,76.5
0,24,161,65.8
1,19,183,82.2
0,19,171,72.5
1,18,182,77.6
1,22,166,66.1
0,21,166,68.2
1,19,167,64.9
1,22,180,81
1,25,166,70.6
0,23,157,67.7
1,20,197,94.3
0,19,158,67.2
1,18,195,98.7
1,19,177,76
1,22,189,87.9
0,24,161,68.1
1,20,191,89.4
0,21,182,81.3
1,20,172,78.1
0,22,164,66
1,23,169,68.4
0,47,166,65.5
1,20,179,79.1
0,23,178,73.4
1,24,182,79.5
1,22,175,74.9
1,21,182,85.3
1,20,186,81
1,24,174,76
0,21,159,66
0,58,169,74.6
1,21,191,89
1,23,176,77.4
0,20,163,65.3
0,23,155,62.1
0,23,170,76.6
1,25,187,86
1,19,182,78.8
0,19,166,68.7
1,20,188,85.2
1,22,175,79.6
1,20,180,81.2
1,20,178,78.7
0,20,167,68.4
0,18,167,68.5
0,22,167,73.1
0,24,165,63.2
1,21,178,77.4
0,21,171,68.3
1,23,194,93.7
0,21,153,57.6
1,23,187,88.7
1,25,168,68.9
0,20,146,61.4
0,22,176,73.4
0,21,169,68.7
0,22,165,70.4
1,19,180,75
1,22,176,76.8
1,23,181,82.6
0,20,167,71.1
1,19,186,85.3
1,23,175,74.3
0,21,172,73.3
1,20,182,79.4
1,21,179,75.7
1,19,178,73.3
1,22,178,78.9
1,24,188,88.6
0,22,169,70.6
1,23,177,74.7
0,23,154,61.9
0,21,176,75
1,29,190,90.1
0,33,171,70.2
0,60,149,58.2
1,22,176,72.3
1,51,188,87.6
0,21,160,65
0,22,154,62
0,20,172,73.6
0,21,162,65.5
0,24,152,60.7
1,21,181,84.9
1,21,175,70.4
1,23,182,79.7
0,21,158,62.1
1,22,159,64.7
1,20,173,72.7
1,26,184,79.3
1,23,178,76.3
0,23,162,66.9
0,20,167,69.5
1,20,190,88.6
0,21,158,62.8
1,21,174,75.7
1,21,171,68.3
1,30,170,66.4
0,21,162,68.7
1,20,175,70.7
1,21,168,69.1
0,23,156,65.8
0,21,159,66
0,23,153,61.3
1,23,185,85.6
1,19,192,96
0,22,158,62.2
1,23,171,70.4
1,24,183,77.5
0,23,166,66.9
1,21,174,71.6
0,23,156,60.5
0,20,165,66.5
1,20,175,71.3
0,21,170,72.4
0,21,167,68.3
0,22,157,63
0,22,160,64.9
0,21,152,60.1
0,20,153,64.6
0,20,148,62
1,21,177,80
1,23,181,79.1
0,22,164,69.3
1,20,166,68.9
0,20,173,72.9
0,20,157,58.6
1,23,183,81.1
0,21,161,65.1
0,63,169,70
0,21,157,63.3
1,19,187,88.1
0,20,159,65.9
0,23,168,67
0,22,154,65.3
0,19,166,67.5
0,21,171,74.1
0,20,161,63.4
0,22,171,74.7
0,22,169,66.1
1,22,185,82.9
1,21,188,80.6
1,25,171,79.2
0,19,147,61.9
1,19,175,76.7
0,21,166,69.5
1,22,166,63.1
0,27,156,58
0,22,157,68.8
1,19,182,80.6
0,21,170,68.7
0,20,167,69.3
1,21,185,86
1,19,190,84.2
0,20,168,64.9
0,21,164,67.3
1,21,175,68.9
0,19,176,75.7
0,19,172,70.4
0,20,167,68.8
1,20,178,77.7
0,23,179,77.9
0,20,163,63.7
1,20,170,71.6
0,23,166,69.9
0,22,170,69.9
1,21,178,78.9
1,24,185,79.8
0,19,158,65.8
1,18,177,77
0,22,165,67.4
1,19,185,86.2
0,22,161,63.6
0,20,161,64
0,21,174,74
1,23,173,72.2
0,25,163,68.2
0,19,146,54.3
0,22,162,63.5
0,19,157,60.8
0,20,168,67.1
1,20,164,62.5
1,19,177,79.7
1,22,190,89
1,23,178,76.1
0,25,170,72.9
1,23,172,71.5
0,19,172,71.4
1,21,183,82.4
1,25,178,77.9
1,20,184,86.4
1,21,184,81.6
0,24,166,72
0,22,174,75.5
0,19,152,63
1,22,177,73
1,19,174,74.1
0,20,162,62
0,22,150,58.7
0,19,155,57.9
1,19,188,86.1
0,22,173,74.9
1,24,185,84.2
0,23,143,55.7
1,21,182,78.5
1,21,184,86
0,23,168,67.5
1,22,171,71.5
1,22,177,72.4
1,22,176,72.2
0,21,157,67.3
1,25,178,76
1,21,178,78
1,22,180,77.6
0,27,184,85.5
0,21,162,67.6
1,22,179,78.7
0,25,153,57.5
0,21,161,66.5
1,21,184,83.3
0,21,167,73.3
1,20,183,75.8
0,20,168,68.6
0,48,159,63.6
1,23,191,92
1,23,166,70.2
0,22,160,66.6
1,21,188,90.1
1,21,190,88.7
0,20,161,65.6
0,36,167,72.8
0,22,145,59.9
1,21,188,90.9
1,19,186,82.7
1,24,184,77.7
0,19,167,73
0,19,169,70.9
0,22,150,60
1,56,170,72.6
1,20,192,91.9
1,22,173,69.1
1,21,190,88.5
0,19,164,71.2
0,19,162,66.1
0,20,168,68.6
0,25,168,74.3
1,22,182,79.2
1,23,182,80.7
0,23,162,62.5
1,24,173,72.9
1,22,176,75
1,21,186,88.4
0,22,160,63
1,20,186,86
0,19,171,74.7
1,23,179,79.6
1,19,176,75.5
0,20,156,62.6
1,21,185,79.9
1,21,183,81.9
1,23,174,75.6
0,19,158,66.1
0,23,142,56.8
0,22,155,60.9
1,19,182,81.4
1,20,183,83.3
0,24,165,66.9
0,23,164,64.2
1,20,172,70.6
0,23,154,58.5
1,21,186,83.5
1,21,187,85.6
0,19,174,72.5
0,23,160,64
1,23,184,80.4
1,23,191,90.9
1,20,182,82.6
0,20,165,66
0,18,167,71.6
0,22,170,69.1
0,20,164,67.8
0,21,154,61.6
0,19,146,61.1
1,21,189,85.4
1,21,183,78.1
0,21,161,62
1,20,179,78.8
0,20,164,66.6
0,22,170,74.8
1,23,177,75.6
1,24,175,75.7
1,19,175,73.7
1,20,169,69.8
1,19,159,62.6
1,20,181,78
0,23,157,61.2
0,21,173,73.1
0,21,154,58.7
1,24,173,75.3
0,21,167,70.2
0,18,161,64.8
0,20,187,87.3
1,25,169,74.8
0,19,165,68.3
1,20,175,76
1,23,183,84.4
1,20,183,81.1
1,20,175,75.5
0,24,164,63.2
0,18,149,62.1
0,21,176,70.7
1,21,167,66.1
0,32,162,67.9
1,19,172,70.3
0,22,154,60.5
1,19,185,83.6
0,20,169,65.8
1,20,181,80.6
0,22,178,78.1
1,23,178,78.2
0,21,177,74.9
0,25,161,60.8
1,20,170,70.8
0,19,157,60.3
0,23,181,87.3
1,20,165,72.7
0,22,154,64
1,20,183,80.6
1,22,172,66.9
0,21,166,68.8
0,20,154,62.1
0,20,162,63.8
1,21,178,73.7
1,18,178,79.3
1,23,174,74.3
0,21,178,73.5
0,20,182,81.5
1,22,184,84.1
1,21,187,87.2
1,23,179,76.1
1,20,181,80.9
1,22,169,70.8
0,22,170,71.2
1,20,173,75.3
1,20,182,80.1
0,22,169,69.6
0,20,166,65.7
